,,Dev Info,,,,,Other DevInfo sources,,,,G-Econ,,,DHS (Equity),,,MICS (Equity),,,National Statistics Institute,,,,SEDAC / CIESIN,,,,OECD,,,,OPHI,,,,HarvestChoice,,,,NBER,,,,DHS (Open Aid Partnership),,,,DHS,,,
Botswana,177,no DevInfo,,,,,,,,,Botswana_Calc_MM_060305.xls,http://gecon.yale.edu/botswana,http://gecon.yale.edu/sites/default/files/Botswana_Calc_MM_060305.xls,,,,,,,,,,,"imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download","http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,,,,,BotswanaPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0c-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/jvace52edp6a50cdau4krs3tnb9nhudb/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbUkdYZzFVVlU2MTA?h=07874974558453865051&e=download, ",,,,,
Brazil,476,Portuguese,ODMInfo_2012_en.csv,http://www.devinfo.org/odminfo/libraries/aspx/Home.aspx,http://www.devinfo.org/odminfo/stock/data/CSV_DataFiles/ODMInfo_2012_en.zip,http://www.devinfo.org/articles/news,"SIABInfo_2011_en.csv
sisvan2009_2011_en.csv","http://www.devinfo.org/siabinfo/libraries/aspx/Home.aspx
http://www.devinfo.org/sisvan2009/libraries/aspx/Home.aspx","http://www.devinfo.org/siabinfo/stock/data/CSV_DataFiles/SIABInfo_2011_en.zip
http://www.devinfo.org/sisvan2009/stock/data/CSV_DataFiles/sisvan2009_2011_en.zip",,Brazil_Calc_Xi_101509.xls,http://gecon.yale.edu/brazil,http://gecon.yale.edu/sites/default/files/Brazil_Calc_Xi_101509.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,http://www.ibge.gov.br/english/,,https://www.facebook.com/ibgeoficial,imr_highres.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,BrazilPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0c-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/q46srhf0jvcdhhj4bcrgspq2tapdoeup/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbcHFhRkRKenlMeUE?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Brunei,76,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,284,no DevInfo,,,,,,,,,Europe_cal_xi_101309.xls,http://gecon.yale.edu/bulgaria,http://gecon.yale.edu/sites/default/files/Europe_cal_xi_101309_1.xls,,,,,,,,,,,BGR_sae_csv.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download,n/a,https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,BulgariaPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-14-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/4l88agvd830infh72ufe1o7qohsp62gv/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbLWprMW5CRFUxdDQ?h=07874974558453865051&e=download, ",,,,,
Burkina Faso,457,?,,,,,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,http://www.insd.bf/fr/,,http://www.insd.bf/fr/,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,BurkinaPopADM1.xlsx,,"https://doc-14-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/psg2quijgl2ic18bpe7k8q6kl91h0i9s/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbODB2RmoyckpjWnc?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Burundi,415,broken link,,http://www.devinfo.org/burundinfo/libraries/aspx/Home.aspx,,http://www.devinfo.org/articles/news,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,,,,,,,,,,http://spatialdata.measuredhs.com/data.html,,
Cambodia,421,English,CamInfo_2011_en.csv,http://www.devinfo.org/caminfo/libraries/aspx/Home.aspx,http://www.devinfo.org/caminfo/stock/data/CSV_DataFiles/CamInfo_2011_en.zip,http://www.devinfo.org/articles/news,,,,,,,,,,,,,,,,,,"KHM_sae_csv.csv
imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download","n/a
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"Cambodia.xls
CambodiaPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-10-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/gk9evebf8vvfar31p5js09g96td4ceod/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbM2tRd3dYRndUajA?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-08-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/49ccc5memo72jt5uoou6hv73s8upiqvt/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbcFZyMVZLUWw3OWs?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Cameroon,441,?,,,,,,,,,Cameroon_Calc_MM_051905.XLS,http://gecon.yale.edu/cameroon,http://gecon.yale.edu/sites/default/files/Cameroon_Calc_MM_051905.XLS,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,CameroonPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-08-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/tklj32loffhe3gi2vdaa27einvnf24mo/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbNUxpOEpLSHZ6dG8?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Canada,352,no DevInfo,,,,,,,,,Canada_Calc_Qa_041805.xls,http://gecon.yale.edu/canada,http://gecon.yale.edu/sites/default/files/Canada_Calc_Qa_041805.xls,,,,,,,,,,,imr_highres.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,OECD metropolitan areas.xls,http://stats.oecd.org/#,http://stats.oecd.org/FileView2.aspx?IDFile=00fa8a34-d432-4aff-aad4-b0924ff0c89e,http://www.oecd.org/std/theoecdstatisticsnewsletter-allissues.htm,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Cape Verde,203,English,Capeverde_2012_en.csv,http://www.devinfo.org/capeverde/libraries/aspx/Home.aspx,http://www.devinfo.org/capeverde/stock/data/CSV_DataFiles/Capeverde_2012_en.zip,http://www.devinfo.org/articles/news,,,,,,,,,,,,,,Cape Verde resumo indicadores.xls,http://www.ine.cv/censo/censo2010.aspx,http://www.ine.cv/censo/files/Resumo%20indicadores.xls,https://www.facebook.com/ine.caboverde,,,,,,,,,,,,,,,,,,,,,CapeVPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-04-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/2rthisevpc25ji9i3oddapdei314htmf/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbWDRTaFlEOC1lMFk?h=07874974558453865051&e=download, ",,,,,
Central African Rep.,353,no DevInfo,,,,,,,,,Central Africa_Calc_MM_051905.XLS,http://gecon.yale.edu/central-africa,http://gecon.yale.edu/sites/default/files/Central%20Africa_Calc_MM_051905.XLS,,,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,hunger_data.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,,,,,CentralAfADM1.xlsx,,"https://doc-0c-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/o3pcjup0vllgi1optpeuh9i979s7950i/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbUF9NOElJN3NIRTg?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Chad,421,French,TchadInfo_2012_fr.csv,http://www.devinfo.org/tchadinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/tchadinfo/stock/data/CSV_DataFiles/TchadInfo_2012_fr.zip,http://www.devinfo.org/articles/news,,,,,Chad_Calc_MM_051905.xls,http://gecon.yale.edu/chad,http://gecon.yale.edu/sites/default/files/Chad_Calc_MM_051905.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,,,,,,,,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,,,,,ChadPopADM1.xlsx,,"https://doc-04-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/bf7ua8anuti38m9jrojsohp4bt4kancf/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbQm5maDRFNDlMLUU?h=07874974558453865051&e=download, ",,,,,
Chile,343,no DevInfo,,,,,,,,,Chile_Calc_Qa_040705.xls,http://gecon.yale.edu/chile,http://gecon.yale.edu/sites/default/files/Chile_Calc_Qa_040705.xls,,,,,,,,,,,imr_highres.csv,,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,OECD metropolitan areas.xls,http://stats.oecd.org/#,http://stats.oecd.org/FileView2.aspx?IDFile=00fa8a34-d432-4aff-aad4-b0924ff0c89e,http://www.oecd.org/std/theoecdstatisticsnewsletter-allissues.htm,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"Chile.xlsx
ChilePopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-0g-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/acsu83chik9abktqsvctrm4a6o5n18v4/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbczlCeUctOEdXQnM?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-14-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/a4k2gdtdefde9lpt73be1g29ppl816fm/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbUTFYUktpRjNXdWc?h=07874974558453865051&e=download, ",,,,,
China,489,no DevInfo,,,,,,,,,China_calc_Xi_011710.xls,http://gecon.yale.edu/china,http://gecon.yale.edu/sites/default/files/China_calc_Xi_011710.xls,,,,,,,,https://drive.google.com/folderview?id=0B0HB08a-a9MbYml6bWRoM0RBM3M&usp=sharing,,,"CHN_sae_csv.csv
imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download","n/a
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,China-pov-ADM1.xls,https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing,"https://doc-0c-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/rjgrd9qn4ugvcb21qghk7k49cua2aqj4/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbTDBkUFdleEpxVWc?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing",,,,,
Colombia,445,Spanish,SINFONIA - Colombia_2013_es.csv,http://www.devinfo.org/sinfonia/libraries/aspx/Home.aspx,http://www.devinfo.org/sinfonia/stock/data/CSV_DataFiles/SINFONIA%20-%20Colombia_2013_es.zip,http://www.devinfo.org/articles/news,,,,,Colombia_Calc_Da_061605.xls,http://gecon.yale.edu/colombia,http://gecon.yale.edu/sites/default/files/Colombia_Calc_Da_061605.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"Columbia2010.csv
ColombiaADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-08-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/2lktmlbdqs93i4pel0d2oa3svk6j5b6s/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbdXE0NVhFREVscjQ?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing
https://doc-14-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/bgd4964jd9o3m0kgsutc68hig11qeok4/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbX1lHdTJXZEc0LWc?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Comoros,267,French,ComoresInfo_2011_fr.csv,http://www.devinfo.org/comoresinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/comoresinfo/stock/data/CSV_DataFiles/ComoresInfo_2011_fr.zip,http://www.devinfo.org/articles/news,,,,,,,,,,,,,,,,,,"imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download","http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,,,,,,,,,ComorosPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0g-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/5siiersv4kof85jlji85otttrsrj8biv/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbQjgwcTlqVzdsUWM?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
"Congo, Dem. Rep.",562,French,RDCongoInfo_2012_fr.csv,http://www.devinfo.org/rdcongoinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/rdcongoinfo/stock/data/CSV_DataFiles/RDCongoInfo_2012_en.zip,http://www.devinfo.org/articles/news,"RDCKatanga_2012_en.csv
RDCKasaiOccidental_2011_fr.csv","http://www.devinfo.org/rdckatanga/libraries/aspx/Home.aspx
http://www.devinfo.org/rdckasaioccidental/libraries/aspx/Home.aspx","http://www.devinfo.org/rdckatanga/stock/data/CSV_DataFiles/RDCKatanga_2012_en.zip
http://www.devinfo.org/rdckasaioccidental/stock/data/CSV_DataFiles/RDCKasaiOccidental_2011_fr.zip",,Congo_Calc_MM_053105.xls,http://gecon.yale.edu/congo,http://gecon.yale.edu/sites/default/files/Congo_Calc_MM_053105.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,hunger_data.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,CongoDemoADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0o-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/e38vgfuvs6lqff8vfl48svt2f2fla1k8/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbMEJCazlNNlhkS0U?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
